NAME,STATE_NAME,FIPS,HR60,HR70,HR80,HR90,UE60,UE70,UE80,UE90,DV60,DV70,DV80,DV90,MA60,MA70,MA80,MA90,DNL60,DNL70,DNL80,DNL90,MFIL60,MFIL70,MFIL80,MFIL90,FP60,FP70,FP80,FP90,BLK60,BLK70,BLK80,BLK90,GI60,GI70,GI80,GI90,FH60,FH70,FH80,FH90
Tyrrell,North Carolina,37177,14.749262537,8.7581012437,16.77148847,0.0,7.1,4.2,16.233354471,10.981987217,1.3440860215,2.0134228188,3.6287508723,6.3142437592,25.7,31.0,31.7,35.4,2.4273058559,2.2781873087,2.2794583629,2.2914953597,7.5637196684,8.3679968851,9.4105018469,9.8188551617,71.8,37.9,20.184331797,21.133093525,43.672566372,43.405149764,38.993710692,40.015560166,0.3859431708,0.4486506953,0.3530296524,0.4075596978,16.245136187,8.7,18.617511521,17.985611511
McDowell,North Carolina,37111,3.739436093,6.5257113025,4.7436079882,8.4078361032,7.3,2.9,5.2606293538,4.4070424095,0.9157918249,1.835542783,3.8148843027,6.6045907319,27.2,29.4,31.4,35.7,4.1026807601,4.252680443,4.3861049554,4.3917426946,8.2390653318,8.8930234944,9.6557951283,10.20425859,35.5,15.0,9.2572006064,8.374194789,5.1342457557,5.2270947533,4.4087092643,4.1450631989,0.2894188668,0.3281217234,0.3199223798,0.3544346268,11.297505938,8.4,10.27791814,12.075761946
Lauderdale,Tennessee,47097,9.1558322652,8.2219262329,6.7874838797,19.865764193,5.9,6.5,10.209231416,10.972617529,2.4348057477,3.4141583055,6.4074237738,9.2648423006,27.2,29.7,30.1,32.8,3.8241650724,3.7494300813,3.9464091604,3.910576689,7.5213179802,8.3793094841,9.4813593835,10.021981447,68.1,39.6,20.410401003,18.571428571,37.804431423,33.673721079,30.938709021,31.088501979,0.3994421617,0.4330029323,0.3914798587,0.3969834689,12.924102765,12.6,14.786967419,20.263975155
Lincoln,Oklahoma,40081,3.5493087721,3.4219621531,6.265428618,6.8455640745,4.9,4.2,3.7143121131,8.1806025328,2.3724792408,2.7891830667,4.3164726486,7.5991804805,35.5,35.4,32.5,34.8,2.9603234022,2.9968621591,3.3174053461,3.4169978967,8.1622310655,8.7698178721,9.6703567947,10.17983058,43.9,18.7,11.877043819,14.005501734,6.2183889687,4.4605276666,3.0074057366,2.7005750274,0.3562281538,0.3947014786,0.3668615665,0.3847831765,10.839160839,8.8,6.9457161543,9.4845114221
Independence,Arkansas,5063,0.0,4.4008273555,4.4227728574,8.5492006497,5.2,6.4,6.1050710864,6.5836298932,1.7140468227,2.2863299018,4.8085646888,8.1264496177,34.5,34.0,31.8,34.8,3.2831483532,3.4083965824,3.6760585544,3.7096109559,7.824845691,8.60043079,9.5309735446,10.114518036,59.9,23.8,12.420858754,13.201025755,2.6286911413,2.2312194693,1.8277108833,1.907540395,0.3851981383,0.402475991,0.3524443884,0.3873827744,11.000181521,8.5,8.691147692,10.748132456
Randolph,North Carolina,37151,7.5884460489,12.659664563,10.175010175,8.1342018158,2.6,1.9,3.7298918109,3.335771763,0.7516650809,1.8755296805,3.7896773059,6.7145116166,27.6,28.8,31.4,34.3,4.340882725,4.5610794883,4.7560701519,4.9074687251,8.4322886843,9.0931321711,9.7762789858,10.35054236,27.4,9.9,6.6671674868,6.4607097592,8.3012179456,7.2304146258,6.2739839526,5.9758226494,0.2566159,0.3156497431,0.3222840314,0.3393169225,10.440936991,7.8,9.8711640311,11.758555133
Loudon,Tennessee,47105,2.8061904561,5.4946564466,8.1719375664,7.4654721911,6.2,4.0,7.3045739636,6.0214094558,1.6955399926,2.8356481481,5.8235797888,8.5317957717,28.6,31.2,33.2,36.4,4.6075723617,4.6287713315,4.7995063328,4.917960891,8.2897905832,8.8392766906,9.6966478679,10.265070433,36.8,18.6,10.300939693,10.656173562,1.8731321295,1.9409873898,1.4744510209,1.2797952328,0.3060962904,0.3578194321,0.3651785374,0.387518816,12.924836601,10.9,11.002735815,12.708709986
Jackson,Arkansas,5067,8.7554174145,1.6298324532,18.479164742,10.557432432,7.0,9.2,9.3230264699,9.7982345523,2.0362876909,2.84098745,5.3462783172,8.921457029,27.1,31.0,32.3,36.7,3.592268747,3.4817046995,3.5325795827,3.3978246972,8.0046995105,8.599326021,9.452580419,9.9484131159,50.1,25.0,19.867549669,21.409016244,15.173138379,14.824955995,13.337337152,14.563978041,0.3751578413,0.4142531573,0.4242727442,0.4149361094,12.22301644,10.2,12.665562914,17.448439496
San Miguel,New Mexico,35047,7.101869212,15.185337039,23.442193017,18.127905321,14.5,7.8,12.350835322,12.143611404,1.5143670722,2.3223350254,6.7126269956,8.7909748829,22.2,23.0,27.3,30.5,1.5993897071,1.5325646127,1.5750910583,1.6969049451,7.9741886693,8.4325063832,9.2910905217,9.892578262,51.4,39.9,26.87628673,26.256895193,0.3366286006,0.4191153023,0.3867961848,0.6603736938,0.3911478573,0.466582122,0.3940281601,0.4168028514,21.752265861,15.4,19.202695115,19.416863672
Blount,Tennessee,47009,1.1589164132,4.7063253012,6.85782864,4.2651033124,6.3,4.1,7.4411877564,6.8920052739,1.4124293785,2.2744996101,6.1470456194,8.450917459,27.0,30.0,31.8,36.1,4.6038672542,4.7082603001,4.9367937106,5.0363083916,8.429890863,8.9743648418,9.768011413,10.318143627,31.5,14.7,10.368653323,9.968871902,4.7979139505,3.9297816265,3.3200462903,3.2372134141,0.2948211013,0.356810456,0.3631473744,0.3714187525,10.561488116,8.2,10.809967459,12.049332125
Chatham,North Carolina,37037,1.2444776305,11.278789109,15.960895805,10.320183699,3.2,2.2,3.3010246469,3.5167983733,0.7491856678,1.4864992003,4.0747692789,6.0298148272,27.1,27.9,31.6,36.1,3.6345666424,3.7301188509,3.8544573392,4.0384770041,8.1917400213,8.8793331748,9.7654890544,10.379752787,40.3,16.2,6.4423992383,7.3752521266,31.390703752,30.37490695,26.895106988,22.820506205,0.3115614219,0.3532171744,0.3187194031,0.3535867683,13.219814241,9.7,11.097006241,15.302990441
Muskogee,Oklahoma,40101,6.4655869137,9.5170915768,11.453213622,14.689033168,6.1,4.8,6.0103364776,6.8737864078,3.3217697096,4.051431344,6.4336842105,9.376268984,32.4,32.3,31.5,34.3,4.3258636981,4.2875748883,4.4088398407,4.4265718773,8.2771577724,8.7878308293,9.6478853735,10.132772209,38.2,20.5,14.879931389,17.865950567,19.141370058,16.620200867,14.171111012,13.994241899,0.3369318683,0.3992464053,0.3975527311,0.4089598351,14.793351589,14.2,14.681603774,16.139639393
Okmulgee,Oklahoma,40111,8.1201786439,4.7136904425,15.31823636,9.1349228099,6.3,6.8,6.7720702992,9.0300324675,2.700841622,3.4818941504,5.4130861357,8.7596146666,32.5,33.7,32.4,35.5,3.9661052642,3.922199619,4.0281383829,3.9580081187,8.305978211,8.7094650791,9.5619123177,10.016057021,38.3,23.2,15.447463424,19.368694436,16.14562187,15.224277391,12.537976461,12.1183886,0.3349237452,0.4013370818,0.3838670736,0.3997264522,12.86954724,11.5,13.091392742,16.332034762
Warren,Tennessee,47177,1.4428765186,11.122645707,8.1666819792,2.0206918849,4.5,4.7,6.6114589645,6.7411034153,1.5474853363,2.0459818604,5.6340396905,8.7989723828,29.5,30.1,31.4,35.0,3.9631750598,4.1180551568,4.3285124292,4.3339757396,7.976938757,8.7733845968,9.5498081176,10.161998248,51.5,20.4,14.385399893,13.814772844,4.8350792139,4.5083790598,3.6719443849,3.4281037827,0.3567605178,0.3738525109,0.3664612214,0.3894735842,11.889143982,10.1,10.789049919,12.681570001
Decatur,Tennessee,47039,4.0044850232,7.0494519051,3.0702158362,6.3661828368,8.2,5.1,9.0754877014,5.985306828,2.0449212202,2.7952082145,5.7729941292,9.3895562638,33.7,33.7,34.7,38.6,3.2068152572,3.3344275567,3.4934726578,3.4456187606,7.7270944848,8.7116079959,9.4703171733,10.004870167,62.8,22.5,16.498422713,16.083467095,6.3911580971,5.0015861267,4.4303214516,3.9820473644,0.3915435685,0.395973805,0.3747344171,0.3845907286,13.201754386,9.6,10.820189274,12.102728732
Maury,Tennessee,47119,15.188213946,9.8422216165,13.699970643,9.7302293902,4.4,4.3,6.1698176907,5.7037145578,1.7525112203,2.452730398,5.5834819739,8.4501421659,29.8,29.8,31.5,34.0,4.2182374985,4.272586146,4.4177080661,4.4934626366,8.2666784433,8.8886188073,9.7409097978,10.344802314,39.0,17.2,13.096965927,10.977242303,20.082016355,18.249750159,16.565221646,15.702765818,0.3279607377,0.3797074107,0.371549773,0.3653149556,13.284616826,10.9,13.670606123,16.229999363
Wilson,North Carolina,37195,8.6631090166,18.555242436,16.895816174,21.192534173,7.4,7.5,7.4746792708,6.5826120811,1.0581433402,1.7096642097,3.6217485549,6.2473546093,24.3,26.3,29.2,33.8,5.0417112908,5.0323706929,5.1279254366,5.1818622685,8.0349550245,8.7899646511,9.666435221,10.285752267,48.9,23.0,14.676276133,16.099562363,40.208954189,36.751556901,36.401507952,37.686380769,0.3739485904,0.3915382609,0.3832956022,0.4037105147,17.305929095,13.8,16.981356841,22.915754923
Rowan,North Carolina,37159,4.0249385191,10.366339016,9.0738612304,9.0411825867,4.4,2.4,4.1421558684,3.6121237738,1.1799204077,2.1164507336,4.2413397078,7.3735211798,30.0,31.4,33.0,35.2,5.0763457588,5.1483722985,5.2528482711,5.3765685121,8.4465561118,9.0528675132,9.7714407716,10.34717929,26.0,10.3,7.2655217966,6.7893094909,16.804520811,15.910479258,15.73508358,16.068893811,0.2486511628,0.3234618563,0.3287479146,0.3462602738,12.204613653,9.8,13.077939234,14.656031904
Perry,Tennessee,47135,6.3215121057,0.0,10.90928926,10.082677959,9.2,7.0,10.038910506,4.8010973937,1.7142857143,2.6646556058,4.7514298284,8.7094220111,32.9,36.5,34.1,37.8,2.551761525,2.5451018106,2.6973079103,2.7686039316,7.6993894063,8.5985888296,9.4996461255,9.9888392196,62.3,27.4,11.433351924,15.568240789,3.6222264366,2.9018709431,2.3400425462,1.7997580157,0.3799666853,0.3845531453,0.3513490251,0.3851744362,12.12553495,9.2,10.931399888,10.5345096
Rhea,Tennessee,47143,2.1013259367,5.8132775259,8.2525273365,6.8463139446,9.5,7.5,9.1074159021,7.944716897,2.30871971,2.9219143577,5.5192197361,9.4522487205,26.1,28.0,29.3,34.6,3.9287414446,4.0097777473,4.3622118714,4.3446149838,7.9717761229,8.6489229621,9.5943775327,10.076978568,51.8,25.3,15.587349398,15.811353211,4.0282418206,3.4007673526,2.5211471013,2.3866250411,0.3579289065,0.3811486878,0.3699460511,0.3975779522,15.188556567,12.0,11.852409639,15.037270642
Van Buren,Tennessee,47175,9.0801779715,26.609898882,14.100394811,0.0,8.0,2.9,5.890052356,11.540149188,1.0500807754,1.1519078474,6.0324825986,7.8158458244,23.9,29.3,29.7,33.8,2.6708851165,2.694307913,2.853618945,2.8746072795,7.6727578966,8.7018453635,9.413934064,10.053716266,66.4,20.3,13.884892086,16.113416321,0.8444565513,0.2660989888,0.0846023689,0.1031778787,0.3507924528,0.3531057413,0.3870743324,0.3508922162,12.195121951,8.9,11.654676259,12.932226833
Pitt,North Carolina,37147,6.6721950569,9.4722598106,9.6140335308,13.280950793,7.8,5.7,6.5942591156,5.431016194,0.9914624071,1.3631975285,3.2628564465,5.3123438281,22.5,23.6,26.1,29.5,4.6692608172,4.7258328713,4.9222631634,5.109751678,7.8917046593,8.7713701853,9.6758338457,10.314470741,54.2,27.1,17.33069562,15.466093709,43.560378599,34.599458728,34.350941806,33.283606983,0.396278481,0.4365269346,0.4099696545,0.4065913832,17.10404853,14.5,18.517666544,21.65931622
Henderson,Tennessee,47077,2.0684662323,9.6006144393,6.2334424186,4.5779161326,5.5,4.1,10.082435003,5.0677557082,1.6616581227,2.5182134938,4.9710238249,8.4137257296,31.1,32.0,31.8,35.6,3.4433388936,3.5177570876,3.7168499905,3.7376604625,7.766416898,8.6462897648,9.545239944,10.146708203,60.3,25.9,14.536460827,12.695282876,10.629847968,9.9539170507,8.8873305283,8.3134956968,0.3836398066,0.394620532,0.3584404303,0.3540364157,12.018669778,9.0,11.951491942,13.848020628
Catawba,North Carolina,37035,5.9205822209,9.1703072787,10.138645984,11.541623034,3.8,2.0,3.9535088492,3.0112868785,0.908527772,1.8421967327,4.5559745157,7.5411414566,26.3,27.6,30.6,34.3,5.194474582,5.440867297,5.5830382736,5.6904608005,8.4724050086,9.1050909613,9.8164034456,10.417986422,23.6,7.5,6.2143844624,4.8088200798,9.2497711467,8.7429709595,9.2635541023,9.0269567274,0.2441871821,0.3154722624,0.3392625743,0.3403365133,10.996306012,9.6,12.826651381,14.165493784
Haywood,Tennessee,47075,5.6997107397,6.8041096822,8.2029071103,10.289653753,2.8,5.8,13.493388111,8.7418783225,1.2747875354,1.9239793524,5.0254175744,8.8441461596,21.6,25.2,28.3,32.8,3.8082882281,3.6311768596,3.6392412347,3.5960371568,7.4804283061,8.4060381421,9.3478388852,10.002472789,68.6,40.8,26.865959499,24.149724492,61.283289873,54.720351092,51.284575253,49.652724186,0.4050801782,0.4496069684,0.4281964826,0.4198218922,13.245033113,15.0,19.864995178,25.042751283
Buncombe,North Carolina,37021,9.9943109307,9.1918523421,9.5277152953,8.7708761152,3.9,3.9,5.7181953344,4.2079595535,1.8804809692,2.3984950619,4.861392833,7.8140514518,31.4,32.0,33.2,36.8,5.3066084815,5.3971911353,5.4975709559,5.5848998708,8.3936687051,8.9537692945,9.728836502,10.338155412,30.1,13.6,10.146915656,8.1617810461,10.793855805,8.8434811383,8.6973541949,8.2003878253,0.2996209007,0.3651945863,0.3645254224,0.3676762417,13.807796917,11.3,13.479068944,14.996262551
Johnston,North Carolina,37101,6.8853014703,17.277591504,11.803755483,14.759058372,5.1,4.2,4.0994905604,3.6428058637,0.9613545055,1.7763460653,3.7576897457,6.5577505126,25.4,28.5,31.2,34.3,4.3715315014,4.3497840272,4.4859261263,4.6314137017,7.8115684893,8.7025102572,9.6081092734,10.317879365,58.6,24.9,14.907271717,11.528640735,22.429134359,21.172068614,19.709910905,17.69734091,0.3854729256,0.3929495056,0.3759312273,0.3732728141,13.66517032,12.7,14.599019657,15.669418674
Custer,Oklahoma,40039,1.5842839037,5.8827854989,12.822978778,4.9571823376,3.1,3.5,2.8601185707,6.4655172414,2.9745946636,3.0710172745,5.7102785013,7.7305740722,29.7,26.2,27.4,29.7,3.0454258875,3.1410245917,3.2766793672,3.3055053464,8.4038005041,8.8433264502,9.7842534646,10.237241813,29.9,15.1,11.707390196,14.050303556,4.5247148289,3.7723362012,3.4083477592,3.4576346804,0.3151867297,0.40358872,0.4044284463,0.3823299504,9.0975254731,8.2,10.448208664,11.708586297
Kern,California,6029,6.3930443677,9.7910370626,18.937091643,10.549357808,7.5,6.7,7.6782085508,9.6891446746,3.6262048619,3.6136090866,6.2378836834,8.2604029686,26.2,26.6,28.3,29.7,3.5784357103,3.7015381982,3.9036210582,4.2010006665,8.6882852663,9.0978433407,9.8405477528,10.364513503,18.6,12.6,10.242454231,13.707605904,5.7331908598,5.6435739506,5.2474763638,5.5441168624,0.2730834659,0.3646032478,0.3806171714,0.3953929009,10.225235865,10.4,12.037754521,16.118826825
San Bernardino,California,6071,3.2433727635,5.4722262531,13.593797951,13.818581762,6.6,6.1,7.354978013,7.6408530443,3.4684378492,3.6016414011,6.3294787167,7.8619851488,28.0,26.8,28.4,29.3,3.2200997885,3.523806013,3.7978944948,4.2584332068,8.6991813593,9.1524993723,9.9053857498,10.518051377,17.1,9.9,9.113148555,10.278747604,3.4222216044,4.287391551,5.3421391349,8.1031881442,0.2590382948,0.3509273681,0.3623890006,0.3726585343,9.8575190333,10.0,12.999830995,15.403925405
San Luis Obispo,California,6079,3.2903936956,6.3077553852,6.0046536065,3.3768952825,5.3,6.6,6.9125654683,5.233615767,4.4133175974,5.236952881,6.366519095,7.8761751187,30.4,28.9,29.9,33.1,3.2368539491,3.5026861327,3.8498536313,4.1853584429,8.6410024771,9.0754366095,9.8090669769,10.520994819,21.2,10.9,7.9595158173,6.8231409977,1.7657075169,2.1619831583,1.7537877569,2.6372017204,0.2768891929,0.3699122583,0.3723116812,0.3607858689,9.6181255222,9.2,11.318787509,12.722235926
Madison,Tennessee,47113,6.0451185668,12.162860705,9.8373263935,11.113675806,5.2,4.4,6.5692134698,6.0831879922,2.0265864058,3.0180099857,5.8336183635,8.0963976223,30.2,28.8,29.7,33.0,4.6850205675,4.7660431187,4.8944543424,4.9414885528,8.1630863756,8.8965880718,9.7457220136,10.284420868,44.1,19.8,13.233376793,14.240358577,34.046657324,31.085231246,29.94392724,30.994332025,0.3626145544,0.3959251238,0.3733004752,0.3954735762,14.967094546,14.3,16.558018253,21.794752078
Van Buren,Arkansas,5141,9.2233905184,4.0281973817,12.477851813,14.277555682,7.0,6.6,11.88230009,8.6612654321,2.5,2.9636711281,4.6899529042,8.2911849711,37.0,38.1,38.7,43.2,2.3360669095,2.471343458,2.9355173028,2.9798679182,7.5847730776,8.382289429,9.4086993065,9.9415537533,68.6,32.5,17.301038062,17.150210576,1.3143331489,0.5679758308,0.3818222655,0.2926898915,0.3713102144,0.4238040356,0.3800290314,0.3878133997,9.9552015928,7.1,6.2778052397,7.2297613477
Haywood,North Carolina,37087,3.3575919351,5.5941820507,2.8676918665,9.2312499112,3.9,6.0,9.7416522006,6.7711373535,1.1745705476,2.0340113371,3.8931384861,6.8049431107,28.1,31.5,34.4,39.9,4.2922741864,4.326761378,4.4283121416,4.439683911,8.455530531,8.8794724021,9.6465933002,10.196903157,31.8,15.9,12.71442244,9.5177932196,2.1832741558,1.814912491,1.5980212926,1.3804269098,0.3137497797,0.3468090319,0.3562724118,0.3775546952,10.780237842,9.0,11.514392991,12.458763248
Bledsoe,Tennessee,47007,12.802458072,34.890313577,24.618414574,13.789774882,6.1,4.1,8.9362782432,7.7349458302,1.5833919775,2.9094475319,5.7073954984,13.240418118,23.3,26.7,28.0,34.0,2.9618733976,2.9401305973,3.1471785879,3.1695883675,7.5928702878,8.4629481766,9.4106655532,9.9961123116,70.6,33.1,21.370967742,16.333066453,5.8251184227,5.2858825069,3.376239713,3.8783741855,0.3689543006,0.3598907737,0.4039400625,0.3765702771,14.092446449,10.3,9.7983870968,10.288230584
Franklin,Arkansas,5047,9.7914422794,5.8991829632,4.5336053497,0.0,11.4,7.9,11.975539324,7.087920374,2.1166892809,2.5331439394,5.1437756742,7.4530924253,35.4,33.7,32.5,35.4,2.8130517616,2.9142815604,3.1846173155,3.196112125,7.8674885687,8.5893277892,9.4987471817,10.002065116,56.9,23.6,15.188335358,16.427579824,1.1749730735,1.4246526856,1.0472628358,0.6645633349,0.3731493114,0.3879847812,0.3415314522,0.38551905,11.131189013,8.2,8.6269744836,10.758907913
Johnson,Arkansas,5071,2.6836271905,4.8911714356,5.7395396889,9.1469549787,9.0,7.9,7.8422344997,8.7488840709,1.9167217449,2.7424094025,4.850631352,7.6612903226,35.9,35.8,33.7,35.3,2.9153985379,3.008283195,3.2499452665,3.3147624289,7.8176254431,8.5324758149,9.422220731,9.9685727992,60.3,25.6,14.96802558,15.58339859,2.085178327,1.7534849596,1.5668943351,1.695845453,0.3784383302,0.3944214768,0.3905603059,0.3868494577,10.80201243,9.1,9.8920863309,11.570086139
Dare,North Carolina,37055,5.6163998877,9.5306171075,2.4918392265,5.8618365134,4.9,3.8,7.1890971039,4.4863764485,1.4862981886,3.1177829099,5.8133035215,7.900528169,32.4,34.3,33.3,35.2,2.7276169674,2.8842433271,3.5330961731,4.087509625,8.0789982587,8.7850806365,9.70026917,10.459984195,46.3,13.7,8.9088033737,5.2249188437,6.7902274642,7.0764832023,6.182253121,3.5654620593,0.3379966345,0.4129284852,0.3920334462,0.3468560386,16.781898177,10.4,10.595677385,10.650796104
Crawford,Arkansas,5033,1.5636238546,6.4908932767,9.0353825581,7.0599863507,9.9,5.5,6.0857179852,6.2678062678,2.0628160767,3.0816304229,5.1245390925,7.6195412725,31.4,30.1,30.0,32.6,3.5770663982,3.7631102615,4.1295443125,4.2676932467,8.0462291011,8.682538124,9.5983201657,10.101969491,48.3,21.9,13.699279484,13.149599935,2.5049254151,1.9083226234,1.246882793,0.8801449651,0.3458402898,0.3635529618,0.3599673309,0.3712991411,10.322121374,9.1,9.4330678802,11.880707993
Meigs,Tennessee,47121,0.0,6.3869195887,13.457139012,0.0,8.9,3.7,8.864,6.947082768,1.2965050733,2.1041557075,5.7635829662,9.8746081505,24.1,27.7,30.1,35.0,3.2964184304,3.3077876636,3.6706110615,3.7188267297,7.5786568506,8.5775354204,9.66503999,10.0259264,64.6,30.0,12.289156627,18.474945534,4.9224806202,3.3148112665,1.8570851837,1.4689406199,0.383658085,0.399771796,0.3578463695,0.4092488513,12.8248114,10.3,6.8915662651,11.982570806
Quay,New Mexico,35037,8.1439856666,18.343575163,3.1514922316,12.319443161,3.6,4.1,5.7905451255,7.3932441045,2.8175976273,3.2713949228,5.836373111,8.8066049537,26.8,29.6,32.6,37.0,1.4494059886,1.3329853065,1.3029074577,1.3255860431,8.3104149942,8.8237951487,9.5742887999,10.013462406,33.6,19.5,15.310010391,22.368834433,1.1075820507,1.1189580849,1.2858088305,1.395176938,0.3181740076,0.3975893305,0.3915141404,0.4198300199,11.322011322,9.0,12.123311396,14.671693371
Beaufort,North Carolina,37013,9.255659836,9.2644061516,14.868046091,5.5183722379,4.1,4.0,5.7464692092,6.0657984921,1.2599930483,1.8022367045,3.0673124166,5.7966300176,26.2,29.1,31.2,35.7,3.7690332359,3.774123734,3.8887547502,3.9336104471,7.7869670026,8.7693517078,9.5792106496,10.166236358,59.0,25.0,17.349069451,15.868742112,36.863441995,33.171206226,31.676372197,31.204029988,0.3841173463,0.4100399317,0.3825592856,0.3963852136,17.475382608,13.9,14.679981843,16.92048801
Pope,Arkansas,5115,3.1480694464,4.6608638911,1.7084817577,5.8118838495,6.2,7.1,7.3157801732,6.3860133425,1.5723675731,2.2480329712,4.8975099739,7.0246751016,30.5,27.7,29.4,31.8,3.2611706259,3.5619063819,3.8625509015,4.0343496169,8.0215845335,8.7347210039,9.6134025955,10.176829799,49.3,21.6,13.263061412,12.484177215,3.1826982103,2.3455797532,2.1424361241,2.4606063248,0.3442220395,0.3840212359,0.3814765504,0.3831000385,10.342979636,8.4,9.0834097159,9.5490506329
Canadian,Oklahoma,40017,4.0441622518,4.1350080116,7.0856656983,4.0317703504,3.6,2.8,2.4815043157,4.689843935,2.742796158,3.272482544,5.2948963083,8.1576368981,30.1,28.2,28.7,32.0,3.3165951809,3.5820624094,4.1371968883,4.4150485352,8.4151604659,9.0420400565,10.025882161,10.539058585,28.6,10.2,6.2017001546,6.4531923228,3.7165851094,3.0981547527,2.1983277829,2.4405649854,0.2919672089,0.3478330336,0.3286822752,0.3299346897,9.4261643618,6.9,7.4510561566,9.8119858989
